"","id","NAME","host.id","host_identity_verified","host.name","neighbourhood.group","neighbourhood","lat","long","country","country.code","instant_bookable","cancellation_policy","room.type","Construction.year","price","service.fee","minimum.nights","number.of.reviews","last.review","reviews.per.month","review.rate.number","calculated.host.listings.count","availability.365","house_rules","license"
"16",1009621,"West Village Nest - Superhost",46551725984,"verified","Daniel","Manhattan","West Village",40.7353,-74.00525,"United States","US",TRUE,"flexible","Entire home/apt",2018,"$578 ","",90,27,"10/31/2018",0.22,3,1,100,"Arrival time can be no later than 9:00PM unless pre-arranged. No visitors allowed at anytime without prior approval. Overnight guests are not allowed at all. There is no room for guests. Don't ask. No smoking. 11:00 PM is quiet time while watching private room tv is acceptable. No eating meals in the room. It's too small, you'll see what I'm saying, and there's a nice dining table for that. Small snacks are fine. If you cook and/or uses dishes and utensils then please clean them so someone else can use them. Do not leave anything uncleaned in the sink overnight. Shared areas of the home are expected to be maintained after you use them. There are no room services provided other than normal cleaning. Closet and dresser space is provided for your clothes.",""
"17",1010173,"Only 2 stops to Manhattan studio",62566345680,"unconfirmed","Heather","Brooklyn","Williamsburg",40.70837,-73.95352,"United States","",NA,"moderate","Entire home/apt",2009,"$778 ","",2,148,"6/29/2019",1.2,3,1,197,"Absolutely no smoking in the building, handling of art work or damaging personal property. All additional charges for movie rental are the responsibility of the renter. Shower before entering the hot tub. No glass or food in the hot tub. Turn off all lights and appliances when leaving the unit.",""
"18",1010725,"Perfect for Your Parents + Garden",80380130347,"verified","Ryan","Brooklyn","Fort Greene",40.69169,-73.97185,"United States","",NA,"flexible","Entire home/apt",2006,"$656 ","",2,198,"6/28/2019",1.72,5,1,96,"- Please be mindful of the neighbors, quiet time after 10PM  - Check-out time is at 11AM on the day of your departure.  - If you're going to smoke outside, please clean up after yourself and do not throw cigarette butts on the ground - The refrigerator and cabinets are available for your use but please do not take food items unless explicitly permitted",""
"19",1011277,"Chelsea Perfect",73862528370,"verified","Alberta","manhatan","Chelsea",40.74192,-73.99501,"United States","",NA,"moderate","Private room",2008,"$460 ","",1,260,"7/1/2019",2.12,3,1,325,"",""
"20",1011830,"Hip Historic Brownstone Apartment with Backyard",72145018858,"","Martin","Brooklyn","Crown Heights",40.67592,-73.94694,"United States","",NA,"moderate","Entire home/apt",2004,"$1,095 ","",3,53,"6/22/2019",4.44,5,1,345,"LAUNDRY - Laundry can be done by the visitor before 10 pm, preferably on weekends. - Please provide your own detergent and fabric conditioner. Keep the machine clean and remember to clean the filter before and after use. - Please ask hosts to teach you how to operate the machines if you are not familiar with it. - Please limit your load and washes as not to overload the machine. - One wash per week will be ideal. HOUSEKEEPING - The bedrooms shall be kept clean and tidy by the visitor. - Please be respectful of others and keep the bathroom clean – do not leave dirty clothes and trash lying around. - Each visitor is responsible for cleaning their own dirty dishes and throwing their own trash in the garbage bin outside. - Please provide your own toiletries such as bath soap, shampoo and toothpaste.  KITCHEN USE  - We are sharing our kitchen and kitchenware stuff. Please make sure to take care of them and make sure you clean, dry and put them back where you found them. If you are cooking, ",""
"21",1012382,"Huge 2 BR Upper East  Cental Park",79805143117,"verified","Audrey","Manhattan","East Harlem",40.79685,-73.94872,"United States","",NA,"moderate","Entire home/apt",2013,"$281 ","$56 ",7,0,"",NA,3,2,347,"No smoking, No pets.  No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also  refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",""
"22",1012934,"Sweet and Spacious Brooklyn Loft",86554611512,"verified","Alissa","Brooklyn","Williamsburg",40.71842,-73.95718,"United States","",NA,"flexible","Entire home/apt",2016,"$477 ","$95 ",3,9,"12/28/2021",0.07,3,1,193,"- No smoking or open flames on the property - Please respect the peace and privacy of our neighbors  - Access Roslindale Urban Wild from street - do not jump backyard fence - Max of 3 occupants, please!",""
"23",1013487,"CBG CtyBGd HelpsHaiti rm#1:1-4",53754237010,"verified","Mary","Brooklyn","Park Slope",40.68069,-73.97706,"United States","",NA,"moderate","Private room",2013,"$133 ","$27 ",2,130,"7/1/2019",1.09,4,6,54,"Arrival time can be no later than 10:00PM. No visitors allowed at anytime without prior approval. Overnight guests are only allowed as part of the reservation. Never more than 2 people in this room.  No smoking. 11:00 PM is quiet time while watching private room tv is acceptable. No eating meals in the room. It's too small, you'll see what I'm saying, and there's a nice dining table for that. Small snacks are fine. If you cook and/or uses dishes and utensils then please clean them so someone else can use them. Do not leave anything uncleaned in the sink overnight. Shared areas of the home are expected to be maintained after you use them. There are no room services provided other than normal cleaning. Closet and dresser space is provided for your clothes.",""
"24",1014039,"CBG Helps Haiti Room#2.5",87668933180,"","William","Brooklyn","Park Slope",40.67989,-73.97798,"United States","",NA,"moderate","Private room",2017,"$1,050 ","$210 ",1,39,"1/1/2019",0.37,3,6,9,"",""
"25",1014591,"CBG Helps Haiti Rm #2",57827496420,"unconfirmed","Charlotte","Brooklyn","Park Slope",40.68001,-73.97865,"United States","",NA,"strict","Private room",2005,"$816 ","$163 ",2,71,"7/2/2019",0.61,4,6,344,"We take great care of our home and expect you to do the same.  Smoking is not permitted anywhere on the property.",""
"26",1015144,"MAISON DES SIRENES1,bohemian apartment",48387947293,"","Miranda","Brooklyn","Bedford-Stuyvesant",40.68371,-73.94028,"United States","",NA,"strict","Entire home/apt",2006,"$1,175 ","$235 ",2,88,"6/19/2019",0.73,4,2,372,"",""
"27",1015696,"Sunny Bedroom Across Prospect Park",81686279636,"","Carlos","Brooklyn","Windsor Terrace",40.65599,-73.97519,"United States","",NA,"moderate","Private room",2021,"$530 ","$106 ",1,19,"6/23/2019",1.37,5,2,344,"Quiet neighborhood, middle apartment of big house, quiet after 11:00. No smoking or candles in apartment.  Clean kitchen after use.",""
"28",1016248,"Magnifique Suite au N de Manhattan - vue Cloitres",38811420224,"verified","Adrianna","Manhattan","Inwood",40.86754,-73.92639,"United States","",NA,"strict","Private room",2017,"$274 ","$55 ",4,0,"",NA,NA,1,96,"To treat our home with respect.  No smoking inside but feel free to use the front porch.  The marble in the bathroom is very easily stained. We ask that you limit drinking coffee, red wine, etc to the bedroom.",""
"29",1016800,"Midtown Pied-a-terre",19382804591,"unconfirmed","Andrew","Manhattan","Hell's Kitchen",40.76715,-73.98533,"United States","",NA,"moderate","Entire home/apt",2016,"$209 ","$42 ",10,58,"8/13/2017",0.49,NA,1,103,"Please no pets or smoking in the house, though you can go out on a private porch if you must indulge. Feel free to bring food and cook...I love it when guests prepare a meal.   Quiet hours 9PM to 6AM. ",""
"30",1017353,"SPACIOUS, LOVELY FURNISHED MANHATTAN BEDROOM",51449163855,"verified","Daryl","Manhattan","Inwood",40.86482,-73.92106,"United States","",NA,"strict","Private room",2021,"$432 ","$86 ",3,108,"6/15/2019",1.11,NA,3,172,"My ideal guests would be warm, friendly, and respectful of sharing my home and it's rhythms. I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",""
"31",1017905,"Modern 1 BR / NYC / EAST VILLAGE",86424057349,"unconfirmed","Tyler","Manhattan","East Village",40.7292,-73.98542,"United States","",NA,"flexible","Entire home/apt",2010,"$666 ","$133 ",14,29,"4/19/2019",0.24,NA,1,56,"Just be respectful, clean, and quiet after 10:00PM!",""
"32",1018457,"front room/double bed",69410526955,"unconfirmed","Byron","Manhattan","Harlem",40.82245,-73.95104,"United States","",NA,"flexible","Private room",2004,"$770 ","$154 ",3,242,"6/1/2019",2.04,NA,3,105,"No loud noises or loud music. Please help us save the planet by shutting off all the lights when they are not needed. Make sure the coffee maker, toaster and other appliance are off when you leave every morning.  No pets. Remove your shoes and keep them inside the apartment. ABSOLUTELY NO SMOKING is allowed in the house. It is only allowed in the rear part of the building. No wild parties, this is a quiet building. All dishes should ne washed after used. All garbage should be taken out and put in the trash cans in the back porch. And last and not least, ENJOY YOUR STAY WITH US!!",""
"33",1019010,"Spacious 1 bedroom in luxe building",80369762211,"verified","Mary","Manhattan","Harlem",40.81305,-73.95466,"United States","",NA,"flexible","Private room",2007,"$512 ","$102 ",2,88,"6/14/2019",1.42,NA,1,169,"",""
"34",1019562,"Loft in Williamsburg Area w/ Roof",50968902783,"unconfirmed","John","Brooklyn","Greenpoint",40.72219,-73.93762,"United States","",NA,"moderate","Private room",2007,"$858 ","$172 ",4,197,"6/15/2019",1.65,NA,3,383,"LAUNDRY - Laundry can be done by the visitor before 10 pm, preferably on weekends. - Please provide your own detergent and fabric conditioner. Keep the machine clean and remember to clean the filter before and after use. - Please ask hosts to teach you how to operate the machines if you are not familiar with it. - Please limit your load and washes as not to overload the machine. - One wash per week will be ideal. HOUSEKEEPING - The bedrooms shall be kept clean and tidy by the visitor. - Please be respectful of others and keep the bathroom clean – do not leave dirty clothes and trash lying around. - Each visitor is responsible for cleaning their own dirty dishes and throwing their own trash in the garbage bin outside. - Please provide your own toiletries such as bath soap, shampoo and toothpaste.  KITCHEN USE  - We are sharing our kitchen and kitchenware stuff. Please make sure to take care of them and make sure you clean, dry and put them back where you found them. If you are cooking, ",""
"35",1020114,"back room/bunk beds",25066620900,"verified","Alfred","Manhattan","Harlem",40.8213,-73.95318,"United States","",NA,"strict","Private room",2021,"$545 ","$109 ",3,273,"7/1/2019",2.37,NA,3,411,"Please no smoking on the property",""
"36",1020667,"Large B&B Style rooms",57938703679,"unconfirmed","Jared","Brooklyn","Bedford-Stuyvesant",40.6831,-73.95473,"United States","US",TRUE,"strict","Private room",2016,"$191 ","$38 ",1,74,"5/12/2019",0.66,NA,2,76,"No smoking, this is non-negotiable.  No illegal drug use and we make no exceptions.  We do not allow additional guests or parties.  We expect respectful behavior, particularly late at night. We can allow friendly, house- trained dogs.  We have a dog of our own, so its important that your dog be under your charge at all times.  You may not leave your dog in the apartment alone.  You will be responsible for any damage pets may incur, including paying for cleaning of carpets should they be soiled.",""
"37",1021219,"Lovely room 2 & garden; Best area, Legal rental",53343148512,"verified","Brad","Brooklyn","South Slope",40.66869,-73.9878,"United States","US",TRUE,"moderate","Private room",2003,"$1,111 ","$222 ",4,168,"6/21/2019",1.41,NA,3,416,"",""
"38",1021771,"Clean and Quiet in Brooklyn",26207748876,"verified","Arthur","Brooklyn","Bedford-Stuyvesant",40.68876,-73.94312,"United States","US",FALSE,"moderate","Private room",2004,"$203 ","$41 ",60,0,"",NA,NA,1,294,"NO Shoes in the house. This is why my house is so clean!  NO Smoking inside or outside (cigarettes or anything else).  NO Parties (inside or outside). NO pets (inside or out)  This is a nice quiet neighborhood. Please be respectful of others.",""
"39",1022323,"Cute apt in artist's home",88653822946,"verified","Joyce","Brooklyn","Bushwick",40.70186,-73.92745,"United States","US",TRUE,"moderate","Entire home/apt",2005,"$1,097 ","$219 ",2,231,"6/22/2019",1.96,3,2,214,"Please no shoes inside the house and no  smoking (cigarettes or anything else) either in or outside. Please be respectful of neighbors in the evening and early morning (10pm-7am). When you leave at the end of your stay, please take your trash outside to the large garbage bin at the end of the driveway.",""
"40",1022876,"Country space in the city",49725315867,"verified","Deanna","Brooklyn","Flatbush",40.63702,-73.96327,"United States","US",TRUE,"strict","Private room",2011,"$1,020 ","$204 ",1,0,"",NA,3,1,356,"House Guidelines for our BnB We are delighted to welcome you.  Check in Sun – Thurs by 8PM and Fri, Sat by 9pm. Please bear in mind that this is not a hotel but our home and we are opening it to you.  We will do our utmost to make your stay enjoyable and fun.  We ask that you take care to respect our home and its appearance.  Thank you.  Marilyn and Alan 1.ROOMS - The bedroom is yours for the duration of your stay.  Be sure to let us know if you need something.  Please keep it neat and tidy and take advantage of the closet and bureau for your belongings.  We do ask that you turn off lights, air conditioner, fan, etc. when you are not in the room. Thank you. 2.LIGHTS – Please, too, remember to turn off lights on the stairway when returning.   3.KEYS - 2 house keys are provided - Replacement cost is $15 each 4.PARKING – Parking is available on street at all times.   (website hidden) – When the weather is inclement please remove shoes.   6.TOILETRIES - If you need them we can provide basi",""
"41",1023428,"LowerEastSide apt share shortterm 1",31736204344,"","Clark","Manhattan","Lower East Side",40.71401,-73.98917,"United States","US",TRUE,"moderate","Shared room",2012,"$1,010 ","$202 ",1,214,"7/5/2019",1.81,5,4,110,"Not smoking, drugs, or alcoholics allow. Guest most inform the purpose of their trip and provide ID or passport upon arrival. Only 1 gust allow unless the guest consult the host first for any other type of arrangements.",""
"42",1023980,"ENJOY Downtown NYC!",63131487263,"unconfirmed","Byron","Manhattan","East Village",40.7229,-73.98199,"United States","US",FALSE,"strict","Private room",2005,"$563 ","$113 ",2,245,"6/21/2019",2.08,3,2,354,"",""
"43",1024533,"Beautiful Sunny Park Slope Brooklyn",50357575975,"verified","Alina","Brooklyn","South Slope",40.66278,-73.97966,"United States","US",TRUE,"flexible","Entire home/apt",2020,"$370 ","$74 ",3,15,"5/27/2019",0.39,2,1,33,"No smoking inside. Since I have a dog, there are no other pets allowed.",""
"44",1025085,"1bdr w private bath. in lofty apt",45597582469,"","Charlie","Brooklyn","Fort Greene",40.69673,-73.97584,"United States","US",FALSE,"strict","Private room",2008,"$687 ","$137 ",7,25,"9/30/2018",0.23,1,1,405,"No smoking, No pets. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",""
"45",1025637,"West Side Retreat",55430108992,"unconfirmed","Alford","Manhattan","Upper West Side",40.79009,-73.97927,"United States","US",FALSE,"strict","Private room",2017,"$856 ","$171 ",4,81,"6/16/2019",0.69,3,1,86,"Free WiFi! * No smoking anywhere on property. *No out-door shoes to be worn in the house. We ask that guests be willing to be considerate and quiet while coming and going from 10 pm to 6 am, please. This is a non-smoking property. There is no smoking anywhere on the property, inside nor on the porch. We also ask guests to bring inside shoes/slippers. Thank you. As this is our home, we request you not to move the furniture nor our belongings around and to treat our home as you would wish your home to be treated. Thank you.",""
"46",1026190,"BEST BET IN HARLEM",2107606817,"unconfirmed","Chester","Manhattan","Harlem",40.81175,-73.94478,"United States","US",TRUE,"flexible","Entire home/apt",2006,"$62 ","$12 ",7,97,"6/13/2019",0.84,NA,1,152,"- Quiet hours between 10pm-6am - Visitors in common spaces only",""
"47",1026742,"Entire apartment in central Brooklyn neighborhood.",41615406010,"","David","Brooklyn","Prospect-Lefferts Gardens",40.65944,-73.96238,"United States","US",FALSE,"strict","Entire home/apt",2007,"$435 ","$87 ",NA,11,"6/5/2019",0.49,NA,1,353,"",""
"48",1027294,"1 Stop fr. Manhattan! Private Suite,Landmark Block",81253735818,"unconfirmed","Victoria","Queens","Long Island City",40.74771,-73.9474,"United States","US",TRUE,"flexible","Private room",2022,"$916 ","$183 ",NA,248,"7/1/2019",2.25,NA,1,26,"The room is strictly non-smoking, however, you can smoke in the back porch. No drugs! No visitors without previous authorization. We do prefer adults since the house is not ""child proof"" and, we are full time workers. Babies OK!  Please, keep in mind that, this is not a hotel.  The room should be left in good condition and picked up when you leave.  Longer term renters use of kitchen and other facilities can be arranged.",""
"49",1027846,"Charming Brownstone 3 - Near PRATT",42134614458,"verified","Jared","Brooklyn","Bedford-Stuyvesant",40.68111,-73.95591,"United States","US",TRUE,"moderate","Entire home/apt",2019,"$459 ","$92 ",NA,61,"5/25/2019",0.52,NA,1,32,"No smoking, please. No drugs or guns allowed.  Only registered guests allowed; no other visitors please.  We cannot accommodate pets as I already have two. Cat:  OK to let Bella out of the house.  Dog:  Please don't let Moe out of the house. He'd like to run to the street. He is also a bit noisy when visitors arrive. Please say hi and then ignore him and he'll calm down.  No candles or incense burning.  Kitchen:  you are welcome to use kitchen and appliances between 7a and 9p, except no stove use for cooking meals please.",""
"50",1028399,"bright and stylish duplex",53466382920,"verified","Chloe","Brooklyn","Bedford-Stuyvesant",40.68554,-73.9409,"United States","US",FALSE,"moderate","Entire home/apt",2015,"$363 ","$73 ",NA,11,"1/1/2017",0.1,1,1,85,"No smoking. No pet. No shoes in the house. Visitors are permitted in the common area only. Please use the dining room to enjoy your meals. Also please refrain using an electronic device while having your meal. Quiet time between 10:00pm-6:00am.",""
"51",1028951,"Fort Greene brownstone",49393946881,"unconfirmed","Abraham","Brooklyn","Fort Greene",40.69142,-73.97376,"United States","US",TRUE,"strict","Private room",2009,"$212 ","$42 ",NA,135,"6/17/2019",1.16,1,2,NA,"We limit number of guests not staying, so please keep it to a maximum of 2 additional visitors within normal social hours (noon-11pm). We are respectful of others, and expect the same from our guests. Have fun and come and go as you please. We promise to do the same.",""
"52",1029503,"Blue Room for 2 in Brownstone for $1350 monthly",1529890895,"unconfirmed","Sophia","Brooklyn","Bedford-Stuyvesant",40.68043,-73.93934,"United States","US",FALSE,"moderate","Private room",2015,"$728 ","$146 ",NA,112,"6/16/2019",1.01,2,3,NA,"We regret we cannot accommodate pets.  Strictly no smoking anywhere on the property. Not inside. Not in the yard. Not on the deck or driveway. Like many New England houses, our house is constructed entirely of wood. No smoking please. ",""
"53",1030056,"Cozy 1BD on Central Park West in New York City",50562514538,"unconfirmed","Madaline","Manhattan","Upper West Side",40.78635,-73.97008,"United States","US",TRUE,"strict","Entire home/apt",2013,"$901 ","$180 ",NA,73,"7/7/2019",0.63,3,1,NA,"No smoking anywhere on the property. Quiet and no noise after 10 pm or before 6 am. No outdoor shoes to be worn in the house. Please respect our home as we would yours. No pets.",""
"54",1030608,"* ORIGINAL BROOKLYN LOFT *",49585766302,"verified","Sawyer","Brooklyn","Williamsburg",40.7042,-73.9356,"United States","US",FALSE,"flexible","Entire home/apt",2007,"$335 ","$67 ",NA,82,"5/17/2019",0.7,2,1,NA,"",""
"55",1031160,"Greenpoint Place...Has It All!",52857769781,"unconfirmed","Madaline","Brooklyn","Greenpoint",40.73506,-73.95392,"United States","US",TRUE,"moderate","Entire home/apt",2014,"$254 ","$51 ",NA,328,"6/29/2019",2.82,5,1,NA,"Strictly NO smoking. No loud noises after 10pm.",""
"56",1031713,"Beautiful Apartment in Manhattan!!!",39829029279,"verified","Richard","Manhattan","Kips Bay",40.73961,-73.98074,"United States","US",TRUE,"moderate","Entire home/apt",2017,"$903 ","$181 ",NA,19,"3/25/2019",0.22,5,1,NA,"Check-in is at 3pm, and check-out is by 11am. Arriving slightly earlier, or want that extra hour to sleep? Should be fine, but please check with us first. We understand that accidents happen. But we do ask that you please let us know when they do. Chances are we can fix them as effortlessly, as long as we know in advance. No smoking or open flames inside the house. We expect guests to treat the home with respect, it's an old house be kind to her. Whilst we do a thorough professional clean between each guest stay, we kindly ask that prior to leaving, you clean and put away any dishes or kitchenware used and put any dirty towels in the tub in the downstairs bathroom. It helps us get through our cleaning process quicker and allows us to keep cleaning costs down for you and future guests. Return all keys to the lock box at departure.  To keep our costs down (and pass those savings on to our guests) we kindly ask that you switch off lights, the air conditioner or heat when its not in use or",""
"57",1032265,"Williamsburg 1 bedroom Apartment",84933495312,"unconfirmed","Paul","Brooklyn","Williamsburg",40.70881,-73.9593,"United States","US",FALSE,"moderate","Entire home/apt",2012,"$439 ","$88 ",30,105,"6/22/2019",0.9,5,1,NA,"No smoking or pets. Don't forget to recycle.",""
"58",1032817,"",18424415847,"unconfirmed","Carina","Manhattan","Lower East Side",40.72004,-73.99104,"United States","US",TRUE,"flexible","Private room",2009,"$1,024 ","$205 ",5,19,"5/18/2019",0.17,4,1,NA,"",""
"59",1033369,"",48877238684,"","Sophia","Manhattan","Hell's Kitchen",40.75531,-73.99293,"United States","US",TRUE,"strict","Private room",2006,"$658 ","$132 ",2,289,"6/9/2019",2.49,3,2,NA,"",""
"60",1033922,"",71987706184,"verified","Rosie","Brooklyn","Greenpoint",40.72401,-73.93788,"United States","US",FALSE,"flexible","Private room",2020,"$543 ","$109 ",4,138,"6/4/2019",1.19,1,3,NA,"No smoking.",""
"61",1034474,"",85649449746,"verified","Frederick","Manhattan","SoHo",40.7221,-73.99775,"United States","US",TRUE,"strict","Entire home/apt",2019,"$256 ","$51 ",30,21,"6/29/2019",0.3,5,1,NA,"Quietly please.  I am on the top floor and have people living in the condo below me.  Thanks!!",""
"62",1035026,"",22028915442,"","Agata","Brooklyn","Williamsburg",40.71185,-73.96204,"United States","US",FALSE,"moderate","Private room",2012,"$294 ","$59 ",2,42,"6/30/2019",0.38,3,1,NA,"I expect them to come and go quietly and to let me know their schedule as soon as they know it. During the week people need to check in before 8AM or after 6PM",""
"63",1035579,"",51930287368,"unconfirmed","George","Manhattan","Chelsea",40.74623,-73.9953,"United States","US",TRUE,"moderate","Entire home/apt",2004,"$779 ","$156 ",180,5,"11/3/2018",0.12,2,1,NA,"",""
